drop_lo,drop_hi,rb_min,gap_max,condition,exit,n,wr,avg,sharpe,max_dd,cum
-6.0,-4.0,6,0.0,STRONG,TP+5%/SL-3%,62,67.7,1.128,8.35,-4.4,70.0
-5.0,-4.0,4,0.0,STRONG,TP+5%/SL-3%,90,72.2,1.139,8.34,-5.7,102.5
-7.0,-4.0,5,0.0,STRONG,TP+3%/SL-3%,127,68.5,1.045,8.33,-7.5,132.7
-5.0,-4.0,5,0.0,STRONG,TP+5%/SL-3%,65,67.7,1.196,8.3,-5.7,77.8
-8.0,-4.0,4,0.0,STRONG,引け決済,211,71.6,1.353,8.28,-14.8,285.5
-8.0,-4.0,4,0.0,STRONG,TP+5%/SL-3%,211,69.7,1.184,8.27,-8.6,249.8
-8.0,-4.0,6,0.0,STRONG,引け決済,98,68.4,1.285,8.25,-4.9,126.0
-8.0,-5.0,4,0.0,STRONG,TP+5%/SL-3%,121,67.8,1.218,8.24,-9.2,147.3
-8.0,-4.0,4,0.0,STRONG,TP+5%/SL-5%,211,71.1,1.221,8.24,-10.6,257.7
-5.0,-3.0,4,0.0,STRONG,TP+3%/SL-3%,273,71.4,0.932,8.18,-6.0,254.3
-7.0,-3.0,4,0.0,STRONG,TP+5%/SL-5%,362,72.7,1.135,8.17,-9.5,411.0
-8.0,-3.0,4,0.0,STRONG,TP+3%/SL-3%,394,70.3,0.956,8.16,-8.1,376.5
-8.0,-5.0,4,0.0,STRONG,TP+3%/SL-3%,121,67.8,1.01,8.15,-7.8,122.2
-7.0,-5.0,6,0.0,STRONG,引け決済,40,72.5,1.312,8.14,-5.2,52.5
-7.0,-6.0,4,0.0,STRONG,TP+3%/SL-3%,32,71.9,1.112,8.12,-6.2,35.6
-4.0,-3.0,3,0.0,STRONG,TP+3%/SL-3%,264,71.6,0.887,8.11,-5.8,234.2
-6.0,-5.0,2,0.0,STRONG,TP+5%/SL-3%,95,68.4,1.071,8.11,-7.6,101.8
-7.0,-3.0,4,0.0,STRONG,TP+5%/SL-3%,362,71.3,1.094,8.04,-7.3,396.1
-7.0,-5.0,5,0.0,STRONG,引け決済,62,71.0,1.392,8.02,-5.8,86.3
-6.0,-4.0,5,0.0,STRONG,TP+5%/SL-3%,103,68.0,1.108,8.0,-6.1,114.1
-6.0,-5.0,3,0.0,STRONG,TP+3%/SL-3%,79,69.6,0.956,8.0,-7.5,75.5
-8.0,-5.0,4,0.0,STRONG,TP+5%/SL-5%,121,69.4,1.255,7.98,-9.8,151.8
-7.0,-4.0,6,0.0,STRONG,TP+3%/SL-3%,80,67.5,0.995,7.97,-4.0,79.6
-6.0,-3.0,4,0.0,STRONG,TP+5%/SL-3%,330,71.2,1.052,7.95,-6.6,347.0
-7.0,-4.0,4,0.0,STRONG,TP+2%/SL-2%,179,70.4,0.781,7.94,-10.9,139.8
-7.0,-4.0,6,0.0,STRONG,TP+5%/SL-3%,80,67.5,1.161,7.94,-4.0,92.9
-4.0,-3.0,3,0.0,STRONG,TP+5%/SL-3%,264,71.2,0.999,7.93,-5.8,263.6
-4.0,-3.0,3,0.0,STRONG,TP+2%/SL-2%,264,69.7,0.724,7.93,-5.5,191.2
-6.0,-3.0,3,0.0,STRONG,TP+3%/SL-3%,480,70.6,0.905,7.89,-9.0,434.4
-7.0,-4.0,5,0.0,STRONG,TP+5%/SL-3%,127,67.7,1.154,7.87,-7.5,146.6
-5.0,-3.0,3,0.0,STRONG,TP+3%/SL-3%,401,70.8,0.895,7.87,-8.2,358.9
-6.0,-5.0,5,0.0,STRONG,TP+3%/SL-3%,38,68.4,0.947,7.85,-6.6,36.0
-8.0,-3.0,4,0.0,STRONG,TP+5%/SL-3%,394,69.8,1.077,7.84,-8.1,424.3
-8.0,-5.0,4,0.0,STRONG,引け決済,121,70.2,1.416,7.83,-9.2,171.4
-6.0,-4.0,4,0.0,STRONG,TP+2%/SL-2%,147,69.4,0.761,7.83,-8.3,111.8
-8.0,-5.0,4,0.0,STRONG,TP+2%/SL-2%,121,67.8,0.777,7.83,-6.5,94.1
-4.0,-3.0,3,0.0,STRONG,TP+5%/SL-5%,264,72.0,1.006,7.81,-9.8,265.7
-8.0,-3.0,4,0.0,STRONG,TP+5%/SL-5%,394,71.1,1.104,7.8,-10.1,435.1
-7.0,-4.0,6,0.0,STRONG,TP+5%/SL-5%,80,70.0,1.213,7.77,-6.0,97.0
-5.0,-3.0,4,0.0,STRONG,TP+5%/SL-5%,273,71.8,1.038,7.76,-7.0,283.3
-7.0,-4.0,5,0.0,STRONG,TP+5%/SL-5%,127,69.3,1.187,7.75,-11.7,150.8
-6.0,-4.0,2,0.0,STRONG,TP+3%/SL-3%,263,67.7,0.919,7.68,-11.8,241.7
-7.0,-3.0,4,0.0,STRONG,引け決済,362,72.7,1.175,7.68,-11.6,425.4
-5.0,-3.0,4,0.0,STRONG,TP+5%/SL-3%,273,70.7,1.015,7.67,-6.0,277.0
-6.0,-4.0,3,0.0,STRONG,TP+3%/SL-3%,216,69.4,0.927,7.67,-11.4,200.2
-6.0,-5.0,2,0.0,STRONG,引け決済,95,69.5,1.258,7.65,-9.1,119.5
-7.0,-5.0,2,0.0,STRONG,TP+5%/SL-5%,153,70.6,1.175,7.65,-12.4,179.8
-7.0,-5.0,3,0.0,STRONG,TP+5%/SL-5%,127,70.9,1.206,7.64,-10.3,153.2
-7.0,-3.0,3,0.0,STRONG,TP+3%/SL-3%,528,70.1,0.897,7.63,-9.0,473.6
-6.0,-3.0,3,0.0,STRONG,TP+5%/SL-5%,480,71.2,1.019,7.63,-8.4,489.0
-6.0,-3.0,4,0.0,STRONG,引け決済,330,72.4,1.15,7.57,-9.4,379.6
-6.0,-3.0,2,0.0,STRONG,TP+3%/SL-3%,588,68.9,0.868,7.56,-9.0,510.3
-8.0,-4.0,5,0.0,STRONG,TP+3%/SL-3%,153,66.0,0.958,7.54,-8.7,146.6
-6.0,-5.0,3,0.0,STRONG,TP+5%/SL-3%,79,69.6,1.016,7.53,-7.2,80.3
-8.0,-6.0,4,0.0,STRONG,TP+5%/SL-3%,64,62.5,1.208,7.52,-3.2,77.3
-5.0,-4.0,3,0.0,STRONG,TP+3%/SL-3%,137,69.3,0.91,7.49,-6.0,124.7
-6.0,-5.0,5,0.0,STRONG,TP+5%/SL-3%,38,68.4,0.957,7.49,-6.1,36.4
-7.0,-5.0,5,0.0,STRONG,TP+2%/SL-2%,62,69.4,0.787,7.47,-6.5,48.8
-4.0,-3.0,2,0.0,STRONG,TP+3%/SL-3%,325,69.8,0.826,7.47,-7.8,268.6
-6.0,-3.0,3,0.0,STRONG,TP+5%/SL-3%,480,70.0,0.973,7.46,-9.0,466.9
-5.0,-3.0,3,0.0,STRONG,TP+5%/SL-3%,401,70.1,0.964,7.44,-8.2,386.6
-6.0,-4.0,3,0.0,STRONG,TP+5%/SL-5%,216,70.4,1.034,7.44,-7.6,223.4
-7.0,-5.0,5,0.0,STRONG,TP+5%/SL-3%,62,67.7,1.11,7.43,-7.5,68.8
-7.0,-3.0,4,0.0,STRONG,TP+2%/SL-2%,362,69.1,0.709,7.43,-5.7,256.6
-6.0,-5.0,3,0.0,STRONG,引け決済,79,70.9,1.311,7.43,-9.1,103.6
-8.0,-3.0,3,0.0,STRONG,TP+3%/SL-3%,573,69.1,0.876,7.38,-9.0,501.8
-8.0,-4.0,4,0.0,STRONG,TP+2%/SL-2%,211,67.8,0.73,7.38,-12.2,154.1
-6.0,-3.0,5,0.0,STRONG,TP+3%/SL-3%,230,67.4,0.876,7.37,-6.5,201.6
-5.0,-3.0,2,0.0,STRONG,TP+3%/SL-3%,493,69.0,0.844,7.36,-8.0,416.0
-7.0,-3.0,3,0.0,STRONG,TP+5%/SL-5%,528,70.8,1.025,7.35,-12.2,541.1
-4.0,-3.0,4,0.0,STRONG,TP+5%/SL-3%,183,69.9,0.953,7.34,-5.6,174.5
-8.0,-4.0,6,0.0,STRONG,TP+5%/SL-3%,98,65.3,1.079,7.33,-5.0,105.8
-4.0,-3.0,4,0.0,STRONG,TP+3%/SL-3%,183,69.9,0.821,7.33,-5.0,150.2
-6.0,-3.0,4,0.0,STRONG,TP+2%/SL-2%,330,68.5,0.693,7.33,-7.7,228.6
-7.0,-3.0,2,0.0,STRONG,TP+3%/SL-3%,646,68.6,0.858,7.32,-9.0,554.0
-7.0,-3.0,3,0.0,STRONG,TP+5%/SL-3%,528,69.5,0.983,7.3,-9.0,518.9
-4.0,-3.0,4,0.0,STRONG,TP+5%/SL-5%,183,71.0,0.969,7.3,-7.0,177.4
-8.0,-4.0,5,0.0,STRONG,TP+5%/SL-3%,153,65.4,1.076,7.3,-8.7,164.6
-5.0,-3.0,5,0.0,STRONG,TP+3%/SL-3%,192,67.2,0.863,7.28,-6.5,165.6
-5.0,-3.0,3,0.0,STRONG,TP+5%/SL-5%,401,70.8,0.967,7.28,-9.7,387.9
-7.0,-3.0,5,0.0,STRONG,TP+3%/SL-3%,254,67.3,0.881,7.25,-7.6,223.7
-6.0,-4.0,2,0.0,STRONG,TP+5%/SL-5%,263,68.4,1.022,7.24,-7.7,268.8
-7.0,-4.0,3,0.0,STRONG,TP+3%/SL-3%,264,68.6,0.907,7.24,-14.2,239.4
-7.0,-5.0,2,0.0,STRONG,TP+3%/SL-3%,153,67.3,0.902,7.23,-8.4,138.0
-8.0,-4.0,6,0.0,STRONG,TP+3%/SL-3%,98,65.3,0.916,7.22,-5.6,89.7
-7.0,-4.0,2,0.0,STRONG,TP+3%/SL-3%,321,67.3,0.889,7.2,-12.2,285.4
-7.0,-5.0,5,0.0,STRONG,TP+3%/SL-3%,62,67.7,0.937,7.19,-7.5,58.1
-8.0,-4.0,5,0.0,STRONG,引け決済,153,67.3,1.221,7.19,-14.8,186.9
-6.0,-5.0,3,0.0,STRONG,TP+2%/SL-2%,79,68.4,0.715,7.19,-6.0,56.5
-8.0,-3.0,4,0.0,STRONG,引け決済,394,71.1,1.135,7.19,-14.4,447.2
-6.0,-3.0,5,0.0,STRONG,TP+5%/SL-5%,230,68.3,0.98,7.18,-7.6,225.5
-5.0,-4.0,2,0.0,STRONG,TP+3%/SL-3%,168,67.3,0.877,7.18,-6.0,147.4
-8.0,-3.0,4,0.0,STRONG,TP+2%/SL-2%,394,67.8,0.688,7.17,-6.7,270.9
-4.0,-3.0,2,0.0,STRONG,TP+5%/SL-3%,325,69.5,0.909,7.16,-7.8,295.3
-8.0,-3.0,2,0.0,STRONG,TP+3%/SL-3%,697,67.9,0.847,7.16,-9.0,590.2
-8.0,-3.0,3,0.0,STRONG,TP+5%/SL-3%,573,68.6,0.981,7.15,-9.0,562.2
-8.0,-3.0,3,0.0,STRONG,TP+5%/SL-5%,573,70.0,1.021,7.12,-12.6,585.0
-6.0,-3.0,2,0.0,STRONG,TP+5%/SL-3%,588,68.4,0.933,7.12,-9.0,548.8
-6.0,-3.0,2,0.0,STRONG,TP+5%/SL-5%,588,69.6,0.969,7.12,-11.0,570.0
-7.0,-5.0,5,0.0,STRONG,TP+5%/SL-5%,62,69.4,1.147,7.09,-10.3,71.1
-6.0,-5.0,2,0.0,STRONG,TP+2%/SL-2%,95,66.3,0.689,7.09,-6.4,65.5
-6.0,-4.0,2,0.0,STRONG,TP+5%/SL-3%,263,66.9,0.964,7.08,-11.3,253.5
-6.0,-3.0,3,0.0,STRONG,TP+2%/SL-2%,480,68.1,0.674,7.07,-9.0,323.7
-5.0,-3.0,3,0.0,STRONG,TP+2%/SL-2%,401,68.1,0.666,7.04,-7.0,267.2
-7.0,-6.0,4,0.0,STRONG,TP+5%/SL-5%,32,71.9,1.342,7.04,-10.0,42.9
-4.0,-3.0,2,0.0,STRONG,TP+5%/SL-5%,325,70.5,0.927,7.02,-9.8,301.2
-6.0,-4.0,3,0.0,STRONG,引け決済,216,69.4,1.097,7.01,-11.0,236.9
-7.0,-3.0,5,0.0,STRONG,TP+5%/SL-3%,254,66.9,0.973,7.0,-7.6,247.1
-7.0,-5.0,3,0.0,STRONG,TP+3%/SL-3%,127,67.7,0.903,6.99,-10.3,114.7
-6.0,-5.0,4,2.0,STRONG,TP+5%/SL-5%,144,66.0,0.996,6.99,-12.1,143.4
-7.0,-4.0,3,0.0,STRONG,TP+5%/SL-5%,264,69.7,1.043,6.99,-9.3,275.4
-7.0,-5.0,2,0.0,STRONG,TP+5%/SL-3%,153,67.3,1.019,6.97,-8.4,156.0
-6.0,-3.0,5,0.0,STRONG,TP+5%/SL-3%,230,67.0,0.933,6.96,-6.5,214.6
-8.0,-4.0,6,0.0,STRONG,TP+5%/SL-5%,98,67.3,1.1,6.96,-7.4,107.8
-7.0,-5.0,3,0.0,STRONG,TP+5%/SL-3%,127,67.7,1.042,6.96,-9.8,132.3
-7.0,-5.0,6,0.0,STRONG,TP+5%/SL-3%,40,67.5,1.011,6.95,-4.5,40.4
-8.0,-4.0,2,0.0,STRONG,TP+3%/SL-3%,372,66.1,0.865,6.95,-10.4,321.6
-8.0,-5.0,3,0.0,STRONG,TP+5%/SL-5%,172,68.0,1.146,6.94,-9.0,197.1
-7.0,-3.0,3,0.0,STRONG,TP+2%/SL-2%,528,68.0,0.67,6.94,-6.7,353.8
-5.0,-3.0,2,0.0,STRONG,TP+5%/SL-3%,493,68.4,0.907,6.93,-8.0,447.0
-6.0,-4.0,3,0.0,STRONG,TP+5%/SL-3%,216,68.5,0.941,6.93,-10.9,203.3
-6.0,-5.0,6,2.0,STRONG,引け決済,62,58.1,1.091,6.93,-10.5,67.7
-7.0,-3.0,2,0.0,STRONG,TP+5%/SL-3%,646,68.1,0.933,6.93,-9.0,603.0
-8.0,-3.0,5,0.0,STRONG,TP+3%/SL-3%,280,66.1,0.848,6.92,-8.8,237.6
-5.0,-3.0,4,0.0,STRONG,引け決済,273,71.4,1.01,6.92,-11.1,275.8
-4.0,-3.0,4,0.0,STRONG,TP+2%/SL-2%,183,67.8,0.638,6.92,-4.5,116.8
-7.0,-5.0,3,0.0,STRONG,引け決済,127,70.1,1.21,6.9,-12.6,153.7
-8.0,-4.0,5,0.0,STRONG,TP+5%/SL-5%,153,66.7,1.076,6.89,-12.8,164.7
-7.0,-3.0,2,0.0,STRONG,TP+5%/SL-5%,646,69.5,0.971,6.88,-13.0,627.2
-6.0,-4.0,2,0.0,STRONG,引け決済,263,67.3,1.042,6.88,-11.0,274.0
